行业,url,标题,内容
珠宝首饰,https://finance.eastmoney.com/a/202412313283812270.html,招商证券：微信小店送礼物功能灰度测试开启，社交电商潜力巨大,"财中社12月31日电招商证券发布微信小店行业报告称，微信小店开启“送礼物”功能灰度测试，有望引起社交裂变。12月17日，微信小店正式开启了“送礼物”功能的灰度测试。现在，除了珠宝首饰、教育培训外，微信小店已在全类目开始灰度测试“送礼物”功能，但仅支持原价1万元以下的商品。满足规则的商铺，将自动开通“送礼物”功能，商品详情页展示“支持送礼物”入口。送礼物场景对应万亿市场规模，微信电商生态存在更大空间。此前微信小店面临用户迁徙成本较高（需要重新填用户地址等）、用户数据及商品数据较少等问题，认为“送礼物”功能，有望以社交裂变的方式解决部分问题。参考抖音、快手直播电商发展路径，报告认为微信电商生态GMV天花板较高。

　　微信小店整合社交生态资源，电商业务升级空间广阔。2022年起，视频号成为微信体系内重磅产品，逐渐开始探索在电商领域的尝试。视频号于2022年7月推出“视频号小店”服务，逐步优化视频号橱窗的使用规则。视频号小店上线串起了视频号从商品审核上架、内容营销、付费交付的完整电商流程，拥有了闭环电商的基础。2024年年中，微信广告上线了直跳视频号小店的广告链路。2024年8月，视频号小店升级为微信小店，支持通过视频号、公众号、小程序、企微客户群、微信外APP/网页等场景接入。

　　微信小店的升级和流量打通，是微信电商生态建设完善的重要一环，对于微信电商而言，进一步完善的社交生态资源奠定了良好的基础，此次“送礼物”功能的灰度测试上线也凸显了微信独有的强社交属性，认为随着后续公测，微信电商有望进一步吸引众多优质商家入驻，激活更多用户场景，增长空间广阔。"
珠宝首饰,https://finance.eastmoney.com/a/202412253278744730.html,微信推出新功能“蓝包”,"上证报中国证券网讯（徐潇潇记者周亮）12月24日，社交平台多名用户发现微信小店推出了一项名为“送礼物”的新功能，允许用户通过微信“蓝包”购买商品并赠送给微信好友。与传统的零钱红包不同，蓝包可以传递实物礼物。用户只需购买商品后直接发送给朋友，无需填写对方地址。如果收礼方愿意收下礼物，他们可以填写地址并收货，目前该功能还处于灰度测试阶段。

　　记者在实际操作过程中发现，微信蓝包的适用范围广泛，几乎涵盖了除珠宝首饰、教育培训类目外的所有“微信小店”商品，且要求商品原价不高于1万元。在使用该功能时，每次只能给一位朋友赠送一件商品，且赠送后不支持转赠；送出礼物后，不论朋友是否收下，赠送方都无法主动取消；若朋友超过24小时未收下礼物，则视为赠送失败，订单自动取消并退款。"
珠宝首饰,https://finance.eastmoney.com/a/202412223275114472.html,2024深圳时尚周启幕 “时尚+AI” 全城珠璧联辉,"珠宝与时装，在“时尚之都”深圳跨界碰撞。12月20日，2024深圳时尚周在深启幕。珠宝、时装与AI智能的结合成为本次开幕式的重大看点，由Kimi Huang魁米高定联合LOOK AI呈现的AI FASHION&国际超模创意新品发布秀重塑秀场新视界，“时尚+AI”跨界联动展现深圳时尚与科技魅力。

　　本次时尚周旨在通过一系列活动，引导产业朝着规模化、高端化、智能化和品牌化方向发展。以培育新业态、打造新体验、引领新潮流，为深圳黄金珠宝产业注入新动力，赋能深圳时尚产业新升级。

　　开幕式上，除了展示“时尚+AI”创意秀场，珠宝与时装的跨界联动同样精彩。由翠绿首饰、周大生、金大福等为代表的深圳著名珠宝品牌联袂高定服饰，共同呈现跨界艺术美学，展现出璀璨珠宝与高级礼服融合的时尚之美。

　　时尚品牌联盟在现场正式成立。深圳市商品交易市场联合会、深圳市时装设计师协会、深圳市珠宝首饰设计师协会、深圳市黄金珠宝文化研究会、深圳市模特服务业协会、深圳市罗湖区时尚消费促进会、罗湖区旅游行业协会联合水贝壹号进行时尚品牌联盟签约。该联盟的成立，将有助于进一步整合深圳时尚资源和产业链，为深圳时尚产业创造新机遇和新力量，打造合作共赢、创新高效的深圳时尚品牌生态圈。

　　“大学生珠宝首饰实训基地”成功授牌。中国纺织服装教育学会产学研委员会、深圳市珠宝首饰设计师协会及水贝壹号强强联合，充分发挥各自优势与资源，共同为技能人才搭建好“开拓视野、展示技能”的交流学习平台。

　　现场，蝶讯趋势研究院高级研究员、蝶讯女装趋势中心总监罗子东女士带来《国际流行趋势发布》的主题分享，从消费者趋势、色彩趋势等方面解锁了时尚圈新一年的视觉风向。

　　活动主办方相关负责人表示，2024深圳时尚周将推动黄金珠宝产业与科技、文化等领域的深度融合；希望通过此次活动，把准潮流风向、加快资源交互，助力深圳时尚产业转型升级，助推国际“时尚之都”建设。"
珠宝首饰,https://finance.eastmoney.com/a/202412243277517115.html,【求证】微信小店“送礼物”功能春节前全量开放？知情人士回应,"　近日，网传消息称，微信计划在春节前全量开放微信小店的“送礼物”功能。12月24日，知情人士回应中国证券报·中证金牛座记者称，目前“送礼物”功能正在逐步灰度测试中，请以实际体验为准。

　　12月17日，微信小店发布公告称，微信小店正灰度测试“送礼物”功能。根据微信小店公布的规则，除珠宝首饰、教育培训和其他类目，以及商品原价高于1万元的商品外，符合微信小店准入及运营规则的商品均默认支持“送礼物”功能。

　　光大证券研报称，微信小店作为微信电商生态的关键一环，有望被完整地纳入到微信生态中，将聊天、群聊、朋友圈、公众号、搜一搜、小程序等领域的流量与其进行互通，为用户提供更统一和便捷的购物体验。商家有了微信小店，就可以向更多客户展示产品，有机会吸纳流量，拓展更多新客户。微信小店基于微信生态圈的社交互动、内容平台和支付能力，助力商家有效触达客户，实现微信电商的闭合，销售转化有进一步增长空间。"
珠宝首饰,https://finance.eastmoney.com/a/202412233276091790.html,东方甄选盘中大幅拉升 近两日累计涨近30%,"　东方甄选（01797.HK）23日盘中大幅拉升，一度涨超15%，截至发稿，该股涨约12%，近两日累计大涨近30%。

　　东方甄选公众号近日发布消息称，微信店铺已上线“送礼物”的新功能。

　　值得注意的是，12月18日微信团队公告，微信小店正式开启“送礼物”功能的灰度测试，除了珠宝首饰、教育培训类目，以及原价高于1万元的商品外，都将默认支持“送礼物”功能，商品详情页会展示“支持送礼物”入口。

　　中信证券指出，微信作为中国最流行的社交应用程序之一，微信小店“送礼物”功能作为全新的商业模式，预计将带来广阔的可选消费以及“情感化”消费空间。结合微信目前已经取得的市场地位，后续“送礼物”功能传播裂变有望超预期，主题热度有望跨年。投资方向上看，建议关注五大方向，确定性的角度建议关注入驻零售商，弹性角度建议关注电商服务商以及品牌和广告代理运营商。"
珠宝首饰,https://finance.eastmoney.com/a/202412203274184183.html,微信小店概念股开盘活跃 元隆雅图竞价涨停,财联社12月20日电，元隆雅图、友阿股份涨停，青木科技涨超10%，实益达、凯淳股份、光云科技、天地在线等涨超5%。消息面上，近日，微信小店灰度“送礼物”功能，并发布了相关使用指南。据了解，除了珠宝首饰、教育培训类目外，其余微信小店商品将默认支持“送礼物”功能，且商品款式原价不得高于1万元。
珠宝首饰,https://finance.eastmoney.com/a/202412243277709312.html,港股大涨 微信红包2.0概念股微盟集团4个交易日股价翻番,"12月24日，恒生指数重新站上两万点关口。圣诞节前港股呈现浓厚节日气氛，半日交易三大指数集体上涨，涨幅均超过1%。


　　盘面上，航运、银行、保险等多数个股涨幅居前。此外，受益于微信小店新功能的腾讯概念股再度走强。

　　个股上，微信红包2.0概念火爆，微盟集团4个交易日股价翻番；小米集团12月累计上涨超18%，市值破千亿美元。

微信红包2.0概念火爆

　　微信小店近日启动“送礼物”功能灰度测试，用户可在小店购买除珠宝首饰、教育培训类目外且单价不超过1万元的商品，用于赠送好友，礼物在24小时内领取有效。华泰证券研报指出，该功能或成为微信红包2.0，尤其在圣诞、元旦、春节等节假日期间，有望重塑电商格局并带动品牌商销售额增长。

　　国泰君安分析认为，“送礼物”功能为微信电商带来新流量端口，零食、美妆等具备礼品属性的品类及代运营服务将直接受益。此功能不仅能助力微信用户的转化率提升，还为消费品公司拓展了新的销售渠道，进一步推动微信电商生态发展。

　　腾讯概念股表现强势，微盟集团上涨31.05%，有赞上涨10.87%，东方甄选上涨3.23%。分析机构认为，微信小店功能升级将持续释放电商潜力，为相关企业带来增长空间。

小米集团股价创新高

　　小米集团股价本月累计上涨超18%，股价创2021年来新高，总市值达8219亿港元。

　　12月23日，小米汽车宣布其小米SU7车型推送1.4.5版本OTA更新。本次更新新增13项功能，优化26项用户体验，并正式接入VLM视觉语言大模型。该系统能够识别复杂道路环境和特殊交通规则区域，并通过文字和语音提示提供驾驶辅助。此外，充电地图功能也进行了升级，与蔚来、小鹏、理想三家企业达成充电补能网络合作。"
珠宝首饰,https://finance.eastmoney.com/a/202501013284597632.html,新年金店纷纷打折 国际金价能否冲击3000美元？,"【新年金店纷纷打折 国际金价能否冲击3000美元？】2024年以来，由于金价飙升，一年涨幅接近30%，但金饰消费萎靡不振，金店更是迎来“关店潮”。于是，岁末年初，各大金店都打出了“折扣牌”。例如，周大福线上购金为9.7折，部分品牌也祭出每克减100元的优惠。

K图 GC00Y_0

　　在东方财富看资讯行情，选东方财富证券一站式开户交易>>

　　2025年1月1日，新年伊始老铺黄金豫园店门口就排起长龙，9折的优惠吸引了众多购金者。

　　2024年以来，由于金价飙升，一年涨幅接近30%，但金饰消费萎靡不振，金店更是迎来“关店潮”。于是，岁末年初，各大金店都打出了“折扣牌”。例如，周大福线上购金为9.7折，部分品牌也祭出每克减100元的优惠。

　　当前，上海金的交易价格为616.26元/克，而周大福、六福、老凤祥金店的门店金价则约为800元/克，相较于黄金交易价格有不小的溢价，且还需收取加工费。这也导致消费承压。不过，各界对于金价攀升的预期并未消退，商家也寄望于春节行情。世界黄金协会中国区行业拓展及营销负责人陈志君日前对记者表示，2024年应对高金价，业者多选择增加小克重产品，但保值诉求和高金价推升了黄金投资需求，未来如何进行营销、产品工艺创新、把握年轻人喜好等仍将是核心。

　　关键还在于，国际金价在2025年还是否有望冲击3000美元/盎司大关？多位交易员和行业分析师对记者提及，未来降息、弱美元、地缘乱局是黄金牛市的催化剂，短期回调将使黄金再次变得更具吸引力，持续盘整也将有助于一些更长期的动能指标摆脱“超买”状态。



　　新年黄金消费机遇和挑战并存

　　截至北京时间2025年1月1日18:20，黄金现货价格报2625美元。现货黄金在11月逼近2800美元的纪录高位。然而，随着特朗普2.0行情的发酵，强美元、高利率的预期导致黄金多头暂时获利了结，金价一度跌入2500美元区间。尽管如此，一年以来金价的涨幅仍逼近三成。

　　相比旺盛的黄金投资需求，金饰品消费却黯然失色，黄金加工、金饰品零售行业陷入出清周期。事实上，业内人士也表示，新年伊始的排队购金仍存在季节性和促销的原因，而且不同金店的销量差异颇大。

　　世界黄金协会的数据显示，2024年三季度，全球ETF基金净流入94.6吨，终止了连续9个季度的流出态势，总持仓升至3200吨；全球金饰消费总量同比下降12%至459吨。其中，中国市场金饰需求为103吨，环比反弹19%，但在金价和经济因素的综合影响下，金饰消费较去年同期下降34%，较10年平均水平低36%。

　　中国珠宝首饰板块继2023年表现领先后，随着2024年3月底金价大幅上涨导致市场出现观望情绪、叠加高基数影响，从财报中也不难发现，自2024年二季度以来该板块进入下行周期。

　　高盛此前发布的中国珠宝行业报告提及，该机构预计2024年下半年部分被抑制的需求将会回补、2025年二季度将出现周期性反弹，但该机构对金饰品前景的展望比市场预期更为悲观。这归因于一些结构性不利因素，例如婚庆、新生儿送礼的刚需萎缩、消费者行为从偏好商品转向注重体验，以及新产品周期匮乏。此外，该行业已经过度饱和，2021-2023年期间全国珠宝店数量的年均复合增速超10%，但需求并未增长。

　　不过，机遇也仍存在。近年来，新工艺成为突破点，古法金与5D硬金工艺为中国黄金饰品行业带来的机遇。例如，古法金以其独特的手工工艺、复古质感和浓厚的文化底蕴，迎合了消费者对传统文化与美学的认同感；5D硬金工艺采用先进的压铸技术，使黄金饰品具备轻盈、硬度高且不易变形的特点。这也使得足金逐渐具备了K金的外观竞争力。

　　也正因如此，品牌之间的差异也开始凸显。例如，2024年老铺黄金的港股IPO大超预期，上市首日，股价飙升超70％。作为中国首家推广 “古法黄金” 概念的品牌，老铺黄金从创立之初就明确了高端市场的定位，并采取“一口价”策略，平均每克黄金 1500 元的售价远高于行业平均水平。过去三年收入复合年增长率达到 58.6%，毛利率均超过 40%，远高于传统黄金珠宝品牌20%的水平。

　　高盛此前提及，将老铺黄金作为该机构中国珠宝覆盖板块中唯一评级为买入的股票，因其高增长潜力受益于品牌上升周期高端古法黄金专家的小众特色定位。

　　相较之下，此前周大福（01929.HK）3个月已关店145家的消息也引发热议，周大福、六福集团（00590.HK）的三季报都显示零售值出现双位数放缓。

　　陈志君也表示，疫情期间，金饰珠宝行业实现了短期的加速发展，但自2021年后，行业增速逐渐放缓。面对这一局面，世界黄金协会对行业提出了若干建议。

　　首先，珠宝行业需适应增长动能减弱、高速发展红利消退的现实，回归珠宝本质经营。金饰珠宝作为低频消费、非刚需产品，其市场需求更具挑战性。

　　其次，行业需深入理解当前消费者的底层需求逻辑。消费者日益注重理性消费，并倾向于选择保值、储蓄与升值属性突出的产品。

　　此外，面对年轻的Z世代逐渐成为主力消费群体，行业需做好未来趋势的提前布局。例如，细分化发展尤为关键，即通过品牌定位、渠道优化与货品多样化满足不同消费群体需求；数字化与社交媒体结合也将是决胜关键，利用数字社交平台与线上线下融合（O2O）提高品牌影响力与触达效率；精细化精准营销亦是重点。

　　国际金价新年冲击3000美元大关？

　　对于黄金行业而言，金价的走势也至关重要。

　　2024年11月美国大选之前，3000美元的目标看似近在咫尺。降息、弱美元、地缘乱局是黄金牛市的催化剂。不过，随着特朗普的胜选，强美元卷土重来，中东局势也稍事缓和，这也导致黄金一度跌入2500美元区间。

　　嘉盛集团资深分析师Fawad Razaqzada对记者表示，尽管短期方向看起来略显不明朗，但市场对黄金的长期前景毫不怀疑。通胀压力、央行储备和地缘政治的不确定性，将继续支撑黄金在多元化投资组合中扮演战略资产的角色。

　　在他看来，经历了2024年的大涨之后，短期回调将使黄金再次变得更具吸引力，这也有助于使得月度相对强弱指数（RSI）摆脱“超买”状态。一旦消除一些泡沫，当价格接近一些潜在重要支撑位时，交易员们就会留意是否会出现强烈的看涨信号。

　　当前，2500美元是一个值得关注的重要支撑区域，200日均线位于其下方约25美元处。交易员认为，2025年金价若能顺利突破该区域，则可能向2024年高点2790美元迈进。如果2025年价格创下新高，3000美元是下一个关注的重要心理价位。

　　不可忽视的是，全球央行是近两年来关键的购金势力。但可能由于金价过高，中国央行一度中断购金六个月，此前则已连续18个月增加黄金储备。不过，中国在12月初恢复购买黄金。这似乎也显示了全球央行购金的一个趋势——长期增配趋势不变，且可能会把握回调的时机增配。

　　各界认为，驾驭2025年的黄金市场需要采取平衡的策略。在以谨慎开局的预期下，耐心的投资者可能会看到黄金重放光彩，最终迈向梦寐以求的3000美元大关。"
珠宝首饰,https://finance.eastmoney.com/a/202412243277429946.html,明年黄金市场波动可能加剧,"当前，全球黄金矿产资源的开采格局正在发生明显变化。由于资源枯竭、开采成本上升等原因, 老龄矿山逐步退出，回收利用和再生资源的占比也将进一步提高, 新兴国家黄金产量的快速增长将加剧区域性供给竞争，回收渠道的拓展将提高供给的灵活性，可能加剧黄金价格波动。

　　需求端，随着全球经济发展，黄金的需求结构正在发生深刻变革。根据中国黄金协会的数据，今年前三个季度国内黄金首饰的消费量为400吨左右，同比下降27.53%。传统的珠宝首饰消费虽然仍占据较大份额，但投资性需求正在快速崛起，成为黄金市场的主导因素，央行储备和ETF基金等机构投资也将保持快速增长态势。这种需求结构的转变将使得黄金价格更加依赖宏观经济和金融市场环境的变化，价格波动性可能进一步加剧。

　　考虑到2025年资产价格的稳定性以及通胀上升的风险，预计明年第一季度及上半年美联储可能暂停降息，短期内黄金承压。但特朗普将于明年1月底就职美国总统，其政策动向可能给通胀带来不确定性，美联储对通胀的看法将直接影响货币政策的方向。因此，在目前政策不明朗的情况下，我们不能完全排除未来美国货币政策出现调整的可能性，同时市场定价逻辑也可能会随之变动。市场预期与美联储政策路径的不一致可能导致资本市场波动加剧。如果美国劳动力市场表现不佳，经济和通胀情况快速下行，美联储降息概率将上升，这为黄金价格提供进一步的上行动力。 明年央行需求或超过预期，全球贸易摩擦可能加剧，地缘政治风险加深投资者的避险情绪，中长期黄金大概率延续牛市。（作者单位：金石期货）"
珠宝首饰,https://finance.eastmoney.com/a/202412243277368061.html,微信小店新功能持续引发关注 微盟集团股价4日几乎翻倍,"【微信小店新功能持续引发关注 微盟集团股价4日几乎翻倍】受益于微信送礼功能灰测这一利好，腾讯概念股再度走强，其中微盟集团盘中一度大涨近22%。具体来看，微信日前公告称，启动“送礼物”功能的灰度测试。用户可以自己付钱在微信小店购买珠宝首饰、教育培训类目之外且不高于1万元的商品用于赠送微信好友，礼物送出24小时内领取有效。
　　全新妙想投研助理，立即体验

　　受益于微信送礼功能灰测这一利好，腾讯概念股再度走强，其中微盟集团盘中一度大涨近22%。

　　截至发稿，微盟集团(02013.HK)、有赞(08083.HK)、东方甄选(01797.HK)分别上涨20.16%、9.42%、3.46%。

image
　　注：腾讯概念股的表现

　　具体来看，微信日前公告称，启动“送礼物”功能的灰度测试。用户可以自己付钱在微信小店购买珠宝首饰、教育培训类目之外且不高于1万元的商品用于赠送微信好友，礼物送出24小时内领取有效。

　　华泰证券在研报中称，微信送礼功能或有望成为微信红包2.0。参考2015年春节微信红包的成功经验（除夕当日收发总量达10.1亿次、春晚微信摇一摇总量达110亿次、峰值8.1亿次/分钟）、考虑到微信小店近半年的持续演进优化、此次功能推出正值圣诞元旦春节等节假日密集的社交高发期，预计微信小店功能或重塑电商格局、带动相关品牌商的GMV。

　　国泰君安发布研报表示，微信小店上线“送礼”功能，为微信电商纳入新流量端口。具备礼品属性的零食、美妆品类以及对新渠道敏感度较高的代运营板块有望受益。此外，送礼功能有望助力微信电商体系打开新流量入口、助力用户转化，同时为消费品公司打开新渠道窗口。

　　微盟集团近四日累计涨近100%

　　微信小店“送礼物”的新功能，也刺激相关个股上涨。比如近期持续大涨的微盟集团(02013.HK)，该公司近四日累计涨近100%。

image
　　注：微盟集团自12月5日以来的表现

　　根据公开资料，微盟主要提供商业及营销SaaS产品以及ERP解决方案，同时也为商家提供增值服务，包括精准营销服务等等。腾讯控股也是微盟集团的股东之一。

　　此外，加之微盟相关负责人此前回应称，作为腾讯重要的生态合作伙伴之一，微盟小程序正率先接入微信小店，支持商家参与微信电商生态；目前相关产品正进行对接。微盟是腾讯微信生态主要服务商之一，与腾讯在微信生态服务和营销等多个层面展开合作。"
珠宝首饰,https://finance.eastmoney.com/a/202412193273199331.html,微信小店概念异动拉升 凯淳股份等多股涨停,"【微信小店概念异动拉升 凯淳股份等多股涨停】微信小店概念异动拉升，天地在线、信雅达、实益达、元隆雅图、金字火腿涨停，凯淳股份涨超10%，青木科技、三只松鼠、星徽股份快速跟涨。消息面上，近日，微信小店灰度“送礼物”功能，并发布了相关使用指南。据了解，除了珠宝首饰、教育培训类目外，其余微信小店商品将默认支持“送礼物”功能，且商品款式原价不得高于1万元。
K
线图
特色数据
资金流向
公告
个股日历
核心题材
R图 301001_0

最新价：36.98

涨跌额：1.98

涨跌幅：5.66%

成交量：6.21万手

成交额：2.30亿

换手率：12.35%

市盈率：474.4

总市值：29.6亿

查询该股行情  实时资金流向  深度数据揭秘  进入凯淳股份吧  凯淳股份资金流相关股票
每日互动(17.29 18.34%)光云科技(12.64 11.76%)先进数通(15.02 10.85%)青木科技(66.2 7.57%)
相关板块
网红直播(2.46%)电商概念(2.16%)互联网服务(0.74%)QFII重仓(0.44%)

　　全新妙想投研助理，立即体验

　　微信小店概念异动拉升，天地在线、信雅达、实益达、元隆雅图、金字火腿涨停，凯淳股份涨超10%，青木科技、三只松鼠、星徽股份快速跟涨。消息面上，近日，微信小店灰度“送礼物”功能，并发布了相关使用指南。据了解，除了珠宝首饰、教育培训类目外，其余微信小店商品将默认支持“送礼物”功能，且商品款式原价不得高于1万元。"
珠宝首饰,https://finance.eastmoney.com/a/202412223275180489.html,【图解牛熊股】铜缆高速连接概念逆势走强，中兴通讯主力资金净流入达61.98亿元,"本周A股三大指数延续上周的回调趋势，其中上证指数本周跌0.70%，深成指跌0.62%，创业板指跌1.15%，本周市场成交量缩量较为明显。板块方面，本周互联网电商、半导体板块逆势拉升，AI眼镜概念异动拉升，铜缆高速连接、微信小店概念股本周表现活跃。

　　本周微信小店概念股涨幅居前，其中，友阿股份周涨幅61.30%，青木科技周涨幅29.23%。消息方面，近日，微信小店灰度“送礼物”功能，并发布了相关使用指南。据了解，除了珠宝首饰、教育培训类目外，其余微信小店商品将默认支持“送礼物”功能。目前来看，微信小店推出的“送礼物”功能，不仅能提升用户体验，也将进一步刺激消费，给商家带来收入增量。

　　本周铜缆高速连接概念走强，博创科技周涨幅50.11%，鑫科材料周涨幅47.67%，兆龙互连周涨39.54%。随着数据中心、云计算、AI等领域的迅速发展，对于数据传输速率和带宽需求在不断增加，在数据传输方面与传统光纤高速连接器相比，铜缆高速连接器有诸多优势，包括抗干扰能力强、数据传输速度快、能耗较低以及传输稳定性好。目前国内企业在智能网联汽车、工业自动化、数据中心等领域对高速铜缆的需求不断增加。

　　主力资金净流入方面，中兴通讯、兆易创新、贵州茅台主力资金净流入超15亿元，中兴通讯本周主力资金净流入高达61.98亿元。

image"
珠宝首饰,https://finance.eastmoney.com/a/202412273281348156.html,“微信小店”火了！多家上市公司回应,"近期，“微信小店”概念股持续走强。实益达在12月19日至12月26日6个交易日内，连续走出6个涨停；来伊份也在12月20日至12月25日连续4个交易日涨停……

　　“微信小店”爆火，源自12月18日微信小店开启“送礼物”功能灰度测试。用户可在商品页面中选择“送给朋友”，选择款式、完成支付后可送出礼物。根据相关规则，除了珠宝首饰、教育培训类目，以及原价高于1万元的商品外，都将默认支持“送礼物”功能。

　　记者注意到，多家“异动”公司近日连续披露公告，说明情况；同时，投资者也在互动易平台密集询问相关上市公司微信小店方面的布局和运营计划，部分公司对此已有明确回应。

实益达、来伊份等再次提示风险

　　12月26日晚，实益达再次披露公司股票交易异动公告。


　　图片来源：实益达公告

　　实益达在公告中强调公司目前不涉及“微信小店”业务，并进一步澄清，公司关注到有网传公司的参股公司“六度人和”涉及“微信小店”业务，公司持有六度人和13.09%股份，经公司与六度人和确认，六度人和及其控股公司目前未有专门应用于“微信小店”的相关产品。


　　图片来源：来伊份公告

　　再看来伊份，公司也在异动公告中称，目前在微信渠道端销售占比很低，占比不足公司收入的1%，未来该渠道增长趋势存在较大不确定性。公司产品、主营业务、营业模式并未发生重大变化。公司特别提醒广大投资者注意热点概念炒作风险，审慎判断、理性决策。

　　与此同时，“微信小店”话题在互动易上也热度不减。多家上市公司在回应中说明目前布局情况及未来规划，亦有公司作出澄清。


　　图片来源：上证e互动

　　例如，丽人丽妆回应称，公司在微信平台有开设店铺，部分为公司自有品牌店铺，部分为公司合作的美妆品牌等店铺。2024年前三季度，公司通过微信平台产生的营业收入占公司前三季度整体营业收入的比例极小。后续公司将持续关注微信小店进展，适时地布局更多微信小店。

　　爱慕股份表示，公司部分品牌已经设立了微信小店，后续公司会继续关注此类新型营销模式，积极推进微信小店运营的创新。新华都回应称，公司自有商号“酒连酒”已开设微信小店并开通会员管理机制。燕塘乳业、欢乐家等亦表示，公司已开通微信小店。

　　森马股份表示，公司旗下森马、巴拉巴拉等品牌已入驻微信小店。但公司也提醒称，截至目前，微信小店零售规模占比较小，不构成重要影响。

　　同时，部分上市公司明确表示，公司目前暂未入驻微信小店。例如，元祖股份表示，元祖暂未入驻微信小店，后续公司会根据顾客需求和业务场景决定推出相应的功能。比依股份表示，公司目前暂无微信小店，自主品牌建设是公司重要战略发展之一，公司内销品牌部正不断探索品牌建设的发展路径，后续会根据品牌建设的进度适时考量微信小店的上线需求。

多家券商看好“送礼物”空间

　　“微信小店”缘何能引来广泛关注？腾讯董事会主席兼首席执行官马化腾曾在公司三季报发布时表示：“我们围绕微信小店升级了交易平台策略，旨在依托于整个微信生态打造统一且可信赖的交易体验。”

　　据艾媒数据，中国礼物经济市场规模有望从2024年的13777亿元达到2027年的16197亿元。微信“送礼物”功能节省了传统送礼场景中询问地址、款式两个较为繁琐的环节，有望依托微信社交关系链满足用户日常送礼需求，快速切入实物电商市场。

　　多家券商也在近期发布研报，看好“送礼物”功能有望带来的空间。国联证券表示，目前微信MAU已突破10亿，而“送礼物”功能有望在即将到来的元旦、春节假期再次发力，依托相较十年前更为庞大的社交关系链广泛传播，进一步提高微信在电商领域的渗透率，打开商业化空间。

　　中信证券认为，微信仅在送礼场景即有望取得千亿级市场份额，进一步考虑其对于微信生态的影响，牵动的社交电商总规模有望在2027年达到万亿元。


　　图片来源：国金证券研报

　　国金证券研报亦表示，微信拥有庞大的用户基础和强大的社交关系链，“送礼物”功能借助这一优势，有望实现快速裂变传播。“送礼物”功能在节日期间的应用，也可能吸引大量用户使用微信小店，将用户流量导流至微信电商生态，培养用户的微信购物习惯，进而为整个电商业务带来持续的流量增长。"
珠宝首饰,https://finance.eastmoney.com/a/202412203273946222.html,方正证券：送礼线上化有望引发送礼潮流,"【方正证券：送礼线上化有望引发送礼潮流】12月20日，方正证券研报指出，1）2024年12月17日微信上线微信小店“送礼物”功能。微信小店开启“送礼物”功能，除珠宝首饰和教育培训外的微信小店均可以支持送礼物。2）送礼线上化有望引发送礼潮流，短期看利好年货节旺季销售。从用户体验来看，送礼物与微信红包体验类似，2015年微信首次推出微信红包，实现红包的线上化，极大满足社交需求，微信红包习惯逐渐深入人心。
　　在东方财富看资讯行情，选东方财富证券一站式开户交易>>

　　12月20日，方正证券研报指出，1）2024年12月17日微信上线微信小店“送礼物”功能。微信小店开启“送礼物”功能，除珠宝首饰和教育培训外的微信小店均可以支持送礼物。2）送礼线上化有望引发送礼潮流，短期看利好年货节旺季销售。从用户体验来看，送礼物与微信红包体验类似，2015年微信首次推出微信红包，实现红包的线上化，极大满足社交需求，微信红包习惯逐渐深入人心。3）长期看零食线上送礼有望日常化替代部分微信红包功能，关注新一轮渠道变革机遇。短期看礼盒产品预计成为年节送礼的主要产品，长期来看，零食产品客单价低，品种丰富，与送零食相比，发红包相对单调，仅有金额的变化，对某些群体如情侣、家人等，零食单价较低，有望取代发红包成为日常和节假日的新社交习惯，有望成为下一轮渠道红利。4）年货节旺季来临和送礼线上化激发礼盒赠送需求，长期看零食微信送礼有望日常化，头部零食供应商品牌效应更强，显著受益。"
